order,brand,biller
243,三津汤包,"['三津汤包', '三津汤包深圳市莲塘路店', '深圳市三津汤包', '三津汤包深圳明亮科技园', '深圳三津汤包', '三津汤包深圳店', '三津汤包观光路', '三津汤包深圳新和店', '三津汤包深圳南山店', '三津汤包中心公馆店', '三津汤包应人石店', '三津汤包龙岗店', '三津汤包恒明珠科技工业园店', '三津汤包深圳永丰路店', '三津汤包龙华店', '三津汤包深圳三围店', '三津汤包深圳白芒店', '三津汤包福宁路店', '三津汤包悦新围店', '三津汤包沙井店', '三津汤包深圳市龙岗区', '三津汤包深圳石岩店', '三津汤包雪象店', '三津汤包塘头又一村店', '三津汤包深圳恒丰工业城店', '深圳市龙岗区三津汤包店', '三津汤包招商花园店', '三津汤包白石厦店', '三津汤包同富康店', '三津汤包深圳深大店', '三津汤包诚信华庭店', '三津汤包莲花路店', '三津汤包松观店', '三津汤包石龙店', '三津汤包深圳龙华店', '三津汤包章阁店', '三津汤包深圳松岗店', '三津汤包深圳盛华店', '三津汤包深圳公园路店', '罗湖三津汤包', '三津汤包深圳宝安店', '三津汤包深圳樟坑三区店', '三津汤包天鹅湖店', '三津汤包深圳南油店', '三津汤包凯滨店', '三津汤包元芬店', '三津汤包深圳金安路店', '三津汤包深圳龙岗南约店', '三津汤包花店', '深圳市三津汤包水斗店', '三津汤包深圳科苑路店', '三津汤包（田心新村店）', '三津汤包深圳罗湖草埔店', '三津汤包深圳鹤州店', '三津汤包（民治店）', '三津汤包深圳新田店', '三津汤包深圳红岗店', '三津汤包深圳塘头店', '深圳市三津汤包华强北店', '三津汤包深圳和平店', '深圳市大浪三津汤包', '深圳尚梭店三津汤包店', '三津汤包大浪店', '三津汤包深圳黄贝岭店', '深圳龙岗区三津汤包店', '三津汤包西田店', '三津汤包宝安灶下村店', '三津汤包山海苑', '三津汤包上城名店', '三津汤包深圳八卦三路汉富中心店', '美味三津汤包店', '三津汤包深圳新生店', '三津汤包深圳信义领御店', '三津汤包深圳塘尾店', '三津汤包深圳龙西店', '三津汤包洪浪北店', '三津汤包2店', '深圳市龙华区二人行三津汤包店', '三津汤包湾厦牌坊店', '三津汤包深圳高源路店', '三津汤包深圳观澜店', '三津汤包嘉宝庭花园', '黎光村三津汤包', '三津汤包车公庙店', '三津汤包深圳罗沙店', '三津汤包深圳温馨店', '深圳三津汤包尖岗山店', '三津汤包水库店', '三津汤包长宝大厦店', '三津汤包深圳华润万家店', '三津汤包深圳清湖店', '三津汤包深圳（西环路）店', '三津汤包深圳益田店', '深圳市龙岗区何记三津汤包店', '三津汤包龙胜店', '深圳市福田区阿维三津汤包店', '三津汤包广福大厦店', '三津汤包（桂园路店）', '三津汤包深圳朗下店', '深圳市三津汤包水湾店', '三津汤包大勘店', '三津汤包深圳五联店', '三津汤包桃源居店', '平湖三津汤包店', '三津汤包深圳学园路店', '深圳市三津汤包宝安兴围店', '三津汤包深圳建安店', '三津汤包玉山公馆店', '深圳市三津汤包桃苑店', '深圳市南山区南山街道三津汤包美味屋', '深圳市三津汤包店', '三津汤包布心二村店', '三津汤包深圳新和一区店', '三津汤包餐厅', '三津汤包深圳曼海宁店', '三津汤包东泉新村店', '三津汤包东莞兴盛南街店', '三津汤包深圳光明碧园路店', '深圳市龙华区松元夏三津汤包店', '三津汤包福田兴业大厦店', '三津汤包璞誉府店', '三津汤包深圳龙胜店', '罗湖国贸三津汤包', '三津汤包（天虹店）', '三津汤包深圳潭头店', '三津汤包深圳市盐田店', '三津汤包深圳碧波店', '深圳市龙岗区园山街道方兵红三津汤包店', '三津汤包深圳南坑', '三津汤包深圳大坑店', '三津汤包水围店', '三津汤包深圳中粮商务公园店', '三津汤包深圳水贝店', '深圳市三津汤包新闻路店', '三津汤包店龙岗区', '三津汤包深圳福田百花园店', '三津汤包康达尔店', '三津汤包深圳呈祥花园店', '三津汤包丹竹头店', '三津汤包深圳沙朗路店', '三津汤包天朗风清店', '深圳福田区洋洋三津汤包店', '三津汤包深圳龙岗店', '三津汤包（南光店）', '三津汤包深圳东海四街店', '三津汤包坪山店', '三津汤包（联布北路）', '三津汤包深圳西田店', '三津汤包深圳罗中路店', '三津汤包深圳马田店', '深圳三津汤包坪洲店', '三津汤包深圳恩上路店', '三津汤包深圳太白路店', '三津汤包卓越时代广场店', '大和三津汤包', '深圳市宝安区强哥三津汤包铺', '三津汤包横岗店', '三津汤包深圳TCL图际E城店', '三津汤包深圳麓园店', '三津汤包深圳坤宜福苑店', '深圳市福田区兴宗发三津汤包店', '三津汤包颂德店', '三津汤包深圳沙尾店', '三津汤包深圳郭吓店', '三津汤包深圳水围店', '三津汤包深圳铁岗店', '三津汤包深圳福园店', '三津汤包(将进路店)', '三津汤包忠信路店', '三津汤包中航天逸店', '三津汤包深圳诺德假日3498店', '三津汤包石山岭店', '三津汤包观光店', '深圳龙华区龙记三津汤包店', '三津汤包深圳市洪浪北店', '三津汤包(爱国路店)', '三津汤包深圳罗湖广深店', '三津汤包深圳下围新村店', '三津汤包沙嘴店', '三津汤包深圳福强路店', '三津汤包1号店', '三津汤包深圳兴业华庭店', '三津汤包白石龙店', '深圳市龙华区龙华街道爱萍三津汤包店', '三津汤包深圳八卦岭店', '三津汤包新沙店', '德政路三津汤包店', '三津汤包光前村店', '三津汤包景田北店', '深圳市龙华区小陈三津汤包店', '深圳市龙华区木阳三津汤包店', '三津汤包南园村店', '深圳市盐田区三津汤包早餐店', '三津汤包海语山林店', '三津汤包(田贝店)', '三津汤包深圳中建花园店', '三津汤包深圳豪方菁园店', '三津汤包松坪山', '三津汤包观澜天虹店', '三津汤包深圳新安店', '三津汤包深圳福永新田店', '三津汤包深圳玉泉路店', '三津汤包深圳保税区店', '三津汤包环城北路店', '深圳三津汤包莲塘店', '深圳市坪山区仁顺三津汤包店', '三津汤包深圳松河瑞园店', '三津汤包深圳九翔岭店', '深圳市罗湖区方爱国三津汤包店', '深圳市南山区三津汤包店', '深圳市三津汤包学府路店', '三津汤包深圳罗湖店', '三津汤包和平路北店', '三津汤包（缔馨园店）', '三津汤包深圳孖岭路店', '三津汤包深圳和平路店', '三津汤包深圳华盛路店', '深圳三津汤包大三村店', '三津汤包兴东店', '三津汤包深圳中南店', '三津汤包保税店', '三津汤包大冲分店', '三津汤包圳头店', '三津汤包深圳荔园店', '三津汤包后海店', '三津汤包南园路店', '三津汤包盛华大夏店', '三津汤包君临天下店', '三津汤包盐田店', '三津汤包深圳立新路店', '深圳新洲三津汤包店', '深圳市三津汤包和平店', '三津汤包民治店', '三津汤包龙潭路店', '三津汤包-杨美店', '深圳市龙岗区黄姐三津汤包惦', '深圳市三津汤包吉龙店', '深圳壹方中心三津汤包二号店', '深圳市龙华区爱玲三津汤包店', '三津汤包人人乐店', '三津汤包融湖店', '深圳市龙华区天曜三津汤包店', '三津汤包（东方皇宫店）', '三津汤包深圳葵涌店', '三津汤包牛始浦店', '深圳市宝安区三津汤包', '深圳市三津汤包登良店', '三津汤包创业花园店', '三津汤包深圳国威店', '三津汤包深圳岭南店', '三津汤包深圳坂田店', '三津汤包新围仔店', '三津汤包深圳怡景大厦店', '三津汤包固戍店', '三津汤包深圳红岭北店', '三津汤包平湖店', '三津汤包深圳福同路店', '三津汤包义学街店', '三津汤包（鹏飞路店）', '三津汤包布尾村店', '三津汤包深圳应人石路店', '三津汤包深圳航城店', '三津汤包深圳湖贝店', '三津汤包深圳新桥店', '三津汤包福保店', '三津汤包深圳黄金珠宝大厦店', '深圳市三津汤包工业八路店', '三津汤包福里店', '三津汤包（蛇口新街店）', '三津汤包旺塘店', '三津汤包凤岗店', '华晖瑞禧三津汤包店', '三津汤包（世纪汇店）', '三津汤包丨观澜店', '深圳市三津汤包前进公社店', '深圳市龙岗区龙岗街道三津汤包富民餐饮店', '三津汤包深圳珠宝园店', '三津汤包流塘店', '三津汤包草埔店', '小汪三津汤包店', '三津汤包深圳碧桂园店', '宝安区杨记三津汤包楼岗店', '三津汤包深圳凤凰大厦店', '三津汤包深圳后海店', '三津汤包深圳布吉店', '三津汤包昊龙华庭', '大东城三津汤包', '三津汤包（木古店）', '三津汤包深圳人民北路店', '三津汤包（洪平店）', '三津汤包金碧路店', '金御雅园三津汤包餐饮店', '深圳市龙华区小涛三津汤包餐饮店', '三津汤包大冲店', '三津汤包1店', '深圳市三津汤包大窝店', '三津汤包南山店', '三津汤包江边旧区店', '三津汤包宏兴苑店', '三津汤包深圳福田店', '三津汤包嘉御豪园店', '深圳市福田区文海三津汤包店', '三津汤包龙华中学店', '三津汤包七街', '深圳市三津汤包南油店', '三津汤包横岭店', '三津汤包茶光村店', '三津汤包深圳市平吉大道店', '三津汤包上星店', '三津汤包深圳茂业城店', '三津汤包深圳中央原著店', '三津汤包水贝店', '深圳宝安洋眉坑三津汤包店', '深圳市三津汤包四季春城店', '三津汤包文和友店', '三津汤包店华侨城', '三津汤包深圳龙湖·春江天玺店', '三津汤包-高新园店', '陈记三津汤包（登良店）', '三津汤包深圳星城店', '三津汤包Holle广场', '三津汤包深圳市福坑店', '三津汤包深圳东头店', '锦绣江南三津汤包店', '三津汤包阳光店', '三津汤包（梨园新村店）', '三津汤包深圳上合店', '三津汤包深圳龙岗四联店', '阿荣三津汤包', '三津汤包深圳丹竹头店', '三津汤包东源路店', '三津汤包丨同乐店', '深圳市龙华区大海三津汤包餐饮店', '黄姐三津汤包', '三津汤包深圳香轩路店', '三津汤包深圳宝能城店', '三津汤包信义锦绣花园店', '三津汤包梨园店3924', '深圳市三津汤包章阁店', '三津汤包（环田路店）', '三津汤包深圳坪山莹展路店', '三津汤包星河世纪店', '三津汤包南光店', '三津汤包大海沙店', '三津汤包福田泰然四路823店', '三津汤包深圳洪涛店', '三津汤包深圳陂新村店', '三津汤包深圳下李朗', '三津汤包深圳悦兴路店', '三津汤包楼岗店', '三津汤包深圳衙边店', '三津', '深圳市福田区文登三津汤包店', '三津汤包汤包水贝店', '三津汤包土洋店', '三津汤包深康分店', '三津汤包深圳石龙仔店', '三津汤包马安山店', '汤', '深圳市宝安区新安杨刚三津汤包店', '三津汤包深圳平湖店', '三津汤包深圳中交科技城店', '三津汤包深圳红花路店', '深圳三津汤包和平店', '三津汤包侨香', '三津汤包京南路店', '三津汤包深圳长兴店', '黎氏三津汤包店', '三津汤包深圳竹子林店', '三津汤包东莞长安店', '深圳市三津汤包平湖白虎头店', '白芒村三津汤包店', '三津汤包深圳市清龙路店', '三津汤包（燕罗店）', '三津汤包深圳市凤安店', '三津汤包深圳科兴科学园店', '深圳市龙华区贾记三津汤包店', '三津汤包建达路店', '深圳市三津汤包麒麟花园店', '三津汤包东海坊店', '三津汤包和秀西路店', '三津汤包深康店', '三津汤包竹子林店', '三津汤包永和路店', '三津汤包-官田店', '三津汤包深圳鹏兴花园店', '三津汤包华园店', '三津汤包新陂头店', '三津汤包西坑店', '三津汤包振中路店', '三津汤包锦华路店', '三津汤包-深圳南坑', '三津汤包（六约店）', '卓越誉珑三津汤包店丨沙井店', '三津汤包(新民裕民街店)', '三津汤包（原 早早鲜包）', '三津汤包星曜广场店', '深圳市龙岗区陈声华三津汤包', '三津汤包大望村店', '三津汤包深圳新阁店', '三津汤包深圳新健兴店', '龙华三津汤包西坑新村店', '正全三津汤包店', '三津汤包（登良店）', '三津汤包深圳雪象店', '汤包', '乐百家三津汤包', '三津汤包布吉中心花园店', '三津汤包深圳高新园店', '三津汤包深圳桥头社区店', '三津汤包高科工业园店', '三津汤包（梧岗路店）', '三津汤包丨新丰路店', '三津汤包龙光城店', '三津汤包（教育新村店）', '三津汤包长安店', '三津汤包建安路店', '深圳市弓村三津汤包', '三津汤包深圳龙湖店', '深圳市三津汤包碧桂园店', '三津汤包（田园居店）', '三津汤包深圳朱古石路店', '三津汤包（博美）', '三津汤包观荟店', '三津汤包光明店', '三津汤包25', '三津汤包（百事店）', '三津汤包(丹竹路店)', '三津汤包东雅路店', '三津汤包福安学校店', '三津汤包东莞裕兴路店', '沙新路三津汤包', '三津汤包珠江䑴舰店', '三津汤包丹竹头', '三津汤包锦厦新村店', '三津汤包荣超花园店', '三津汤包-红星店', '三津汤包（罗租路）', '三津汤包(平湖大街店)', '三津汤包宝沙一路店', '三津汤包友谊路店', '三津汤包沙井新二村店', '洲石路三津汤包', '三津汤包(宝安店)', '三津汤包新东店', '深圳市龙华区运秀三津汤包店', '深圳市宝安区专三津汤包', '三津汤包民丰路店', '三津汤包溪头市场店', '三津汤包皓月花园店', '三津汤包(宝龙店)', '三津汤包塘厦店', '三津汤包（云峰路店）', '北山道三津汤包', '三津汤包（大围店）', '三津汤包海滨路店', '三津汤包深圳融湖中心城店', '三津汤包深圳华强北店', '三津汤包老街地铁站店', '三津汤包惠州白石店', '三津汤包富通店', '三津汤包石岩店', '三津汤包深圳欢乐谷店', '三津汤包店', '三津汤包2', '三津汤包3', '三津半汤包', '三津汤包铺', '三津汤包1', 'I三津汤包', '三津I汤包', '老街地铁站B出口三津汤', '三津汤泡', '三津汤店', '天津汤包', '津味汤包', '津津汤包', '京津汤包', '三品汤包']"
245,韩宫宴,['韩宫宴']
246,TANING挞柠·手挞柠檬茶,"['ni', '挞柠', 'Ni', 'ning', 'ANNING', 'TANING手挞柠檬茶（沙井京基店）', '手咑柠檬茶']"
248,棒子桂林米粉,"['棒子桂林米粉', '桂林米粉', '棒子桂林米粉深圳松岗天虹店', '棒子桂林米粉深圳丹竹头店', '深圳市棒子桂林米粉', '深圳市南山区棒子桂林米粉店', '桂', '黑鼻子桂林米粉', '黑鼻子桂林米粉（新洲七街店）', '黑鼻子桂林米粉上围店', '黑鼻子桂林米粉（上沙店）', '桂林米粉店', '桂林人米粉', '深圳市宝安区松岗棒子米粉']"
249,川锦汇麻辣拌,"['川锦汇麻辣拌（深圳天利中央广场店）', '麻辣拌社']"
250,七欣天品蟹轩,"['轩', '七', '七.']"
252,茶之都,['品品香（东方茶都）']
253,小森林,"['小森林', '森', '森林', '小林', '小熊猫森林', '利达百货 小林', '国香茶业-小林', '产品：代步工具组合保险,被保险人：罗小林']"
254,第9味老上海馄饨,"['第9味老上海馄饨', '深圳第9味老上海馄饨学府路店', '第9味老上海馄饨（新浩E都店）', '第9味老上海馄饨（沙井店）', '第九味老上海馄饨', '第9味馄饨', '第九味老上海馄炖']"
255,和府捞面,"['和府捞面', '捞面', '和府捞面(深圳北站店)', '和府捞面(深圳卓越广场店)', '粤府捞面']"
256,霓裳茶舞,['霓裳茶舞']
257,蛙喔,"['深圳后浪新天地蛙喔', '深圳蛇口花园城蛙喔']"
259,江渔儿,"['江渔儿', '深圳市龙华区江渔儿酸菜鱼店', '深圳市江渔儿酸菜鱼', '江渔儿酸菜鱼（观澜店）', '江', '江渔儿酸菜鱼专门店', '江渔儿酸菜鱼（大浪纷享城店）']"
260,张新发槟榔,"['新发', '槟榔', '张新发槟榔深圳西丽店', '待AA张新发槟榔确认收款', '发', '深圳市新发槟榔贸易有限公司']"
261,季季红火锅,"['红', '红火', '红🔥', '✨红✨']"
262,粒上皇,"['粒上皇', '广州粒上皇食品有限公司', '广东粒上皇商贸有限公司深圳南山分公司', '广东深圳粒上皇', '粒上皇（百鸽笼店）', '老字号粒上皇板栗', '粒上皇(深圳西丽店)', '粒上皇(深圳龙华苹果园店)']"
263,盛香亭新式热卤,"['盛香亭', '盛', '深圳市盛香亭新式热卤嘉域小吃店', '亭', '热卤串']"
264,简朴寨,"['简朴寨', '简', '平淡 ※ 简朴']"
265,刘一锅筋头巴脑,"['刘', '刘一']"
266,螺公堂,"['螺公堂', '螺公堂螺蛳粉店', '螺公堂深圳沙井京基百纳店', '公']"
267,九街淑芬掌中宝串串,"['中    中', '串不串']"
268,广隆蛋挞王,"['广隆蛋挞王', '广', '深圳市广隆蛋挞王', '广隆蛋挞王深圳步涌店', '广隆蛋挞王 燕罗店', '广隆蛋挞王万科星城店', '广隆蛋挞王（横岗头店）', '东莞广隆蛋挞王', '广隆蛋挞店（下村店）']"
269,胃口福,"['胃口福', '胃口福（深圳801市场店）', '早阳胃口福水贝店', '胃口福（深圳南山771店）', '胃口福（康桥肉菜市场588店）']"
270,县菜爷金丝牛肉饼,['金丝牛肉饼']
271,魏家凉皮,"['凉皮', '皮', '凉']"
272,甘食记,"['甘食记', '甘食记深圳皇庭店', '甘食记成都肥肠粉（壹方城店）', '甘食记深圳华强北茂业天地店', '深圳市甘食记成都肥肠粉壹方城店', '甘食记豪都商贸店', '甘食记深圳南山茂业店', '甘食记/王春春鸡汤饭', '甘食记成都肥肠粉', '甘食记·成都肥肠粉（皇庭广场店）']"
273,慕茶,"['慕茶', '慕茶深圳沙井大王山店', '慕茶(清平古墟店)', '美佳慕茶店', '慕茶露营地', '慕茶深圳光明马田店', '深圳市慕茶奶茶店', '慕茶（罗田店）', '慕茶（果粒城店）', '慕茶深圳沙井店', '慕茶（沙井沙三店）']"
276,奶茶先生,"['烤奶先生', '果茶先生']"
277,阿水大杯茶,['阿水']
279,菊花开手撕藤椒鸡,"['菊', '开 开']"
280,朱小小螺蛳粉,"['螺蛳粉', '朱', '小小', '小周螺蛳粉']"
281,包原味,"['包原味', '原味']"
282,月枫堂,['月']
283,泸溪河桃酥,"['泸溪河桃酥PASTRY', '泸溪河桃酥 PASTRY', '河', '桃酥']"
284,小菜园,"['小菜园生鲜超市', '安徽小菜园餐饮管理有限责任公司', '家门口的小菜园', '湘界小菜园', '小菜园大运店', '深圳市龙岗区小菜园生活超市', '小菜园新徽菜（深圳天河城店）', '小菜园深圳龙岗万达店', '小菜园新徽菜（深圳南山太子广场店）', '深圳市福田区幸福源小吃小菜', '罗爸爸猪油炒小菜', '深圳市罗爸爸猪油炒小菜']"
285,啊一柠檬茶,"['啊一柠檬茶', '啊一柠檬茶（深圳南山店）', '龙一柠檬茶', '一杯柠檬茶', '姚一姚柠檬茶']"
289,乡村基,"['广东乡村基餐饮管理有限公司', '湘识小乡村']"
290,咖世家咖啡Costa Coffee,"['COSTA', 'GhostCoffee', 'Avgcoffee', 'T97coffee']"
291,快乐小羊,"['快乐小羊', '快乐小羊火锅店', '快乐小屋']"
292,粤饺皇,"['粤饺皇', '粤饺皇（润科华府店）', '粤饺皇（万科星城店）', '粤饺皇（沙头角店）', '粤饺皇（壹方城店）', '粤饺皇(阳光城市店 )', '粤饺皇（碧海湾店）', '粤饺皇（新彩苑店）', '粤饺皇（深圳光明区凤凰城店）', '粤饺皇（志健时代店）', '粤饺皇（龙海家园店）']"
293,汤姆大叔,['大叔']
294,厨嫂当家,"['厨嫂当家', '厨嫂当家南同店', '厨嫂当家深圳竹坑店', '深圳市宝安区松岗厨嫂当家餐厅', '厨嫂当家深圳布吉健康花园店', '厨嫂当家深圳龙岗宝龙店', '深圳市厨嫂当家餐饮运营管理有限公司', '厨嫂当家深圳坂田杨美店', '厨嫂当家深圳布吉上水径店', '厨嫂当家(石龙仔店)', '厨嫂当家(石岩店)', '厨嫂当家深圳光明玉塘店', '厨嫂当家深圳龙岗李朗店', '湘情厨嫂当家餐厅', '厨嫂当家深圳公明下村店', '厨嫂当家鹤洲店', '厨嫂当家深圳宝安黄田店', '深圳市宝安区新安兴业厨嫂当家土菜馆', '厨嫂当家（横岗店）', '厨嫂当家深圳坪山石井店', '厨嫂当家上南店', '厨嫂当家葵涌店', '厨嫂当家（五和店）', '厨嫂当家深圳宝安兴东店', '马田街道厨嫂当家餐饮店', '深圳市厨嫂当家坪地店', '厨嫂当家(民治店)', '厨嫂当家大王山店', '厨嫂当家（光明店）', '厨嫂当家（鹤洲店）', '厨嫂当家深圳碧海湾店', '厨嫂当家明月花都店', '厨嫂当家深圳福永福围店', '厨嫂当家小铺', '厨嫂当家自选快餐', '厨嫂当家（坪山坑梓店）', '深圳市厨嫂当家坑梓店', '深圳市光明新区新湖厨嫂当家酒楼', '惠州市惠阳区秋长厨嫂当家饭店', '厨嫂当家和龙华油松店', '厨嫂当家餐饮店', '深圳湘厨当家', '厨艺当家', '小厨当家']"
296,桃子小姐,"['桃子', '木子小姐']"
297,包道,"['包道', '古方包道1', '绿点包道', '包道深圳松岗红星店', '包道广式点心松柏路店', '緑點包道', '包道蛇口店', '包道BAOTOP', '包道（深圳福永店）', '包道（深圳西乡店）', '包道（深圳龙岗万科公园里店）', '包道（深圳福田梅东二路店）', '包道广式点心专门店(新洲店)', '包道（深圳华富市场店）', '包道（深圳宝安碧海湾店）', '包道（深圳翠岗西路店）', '包道（深圳龙岗鸿进花园店）', '包道（深圳松岗店）', '包道（深圳观澜店）', '包道（深圳前海路店）', '包道广式点心专门店(福星路店)', '包道广式点心', '包道（深圳沙井万科星城店）', '包道广式点心专门店(万科公园里店)', '包道广式点心专门店(深圳福永店)', '包道广式点心专门店(振业店)', '包道（深圳壹成中心11区店）', '缘點包道', '包道广式点心专门店(白石洲店)', '包道（惠州大亚湾东联市场店）', '包道广式点心专门店(梅东二路店)']"
298,探炉,"['探炉', '探炉喜荟城分店', '探炉深圳龙岗天光城店', '探炉烤鱼（西丽宝能店）', '探炉缤果空间店', '探炉东海分店', '深圳市松岗探炉餐厅有限公司', '探炉深圳红山6979店', '探炉中山港口万民汇店', '探炉深圳龙岗百瑞达店', '元气探炉鸡煲']"
299,食其家,"['食其家', '其', '晓晓美食家', '一扫光零食家', '深圳市迭戈灯塔餐饮管理有限公司万象食家', '悠乐蛋糕Delicake（深圳万象食家）']"
300,太哼冰室,"['太哼冰室', '太哼冰室（蛇口店）', '太哼冰室（平湖天虹店）', '太哼冰室（新生龙凤店）', '太哼冰室（南山科创店）', '太啍冰室', '太華冰室', '太华冰室']"
301,姚姚酸菜鱼,"['姚姚酸菜鱼', '姚', '姚姚酸菜鱼绿景虹湾店', '姚姚酸菜鱼(龙岗cocopark店)', '姚姚酸菜鱼(龙岗天安云谷店)', '姚……']"
302,熊大爷,"['熊大爷', '熊大爷现包饺子馆', '熊大爷现包饺子（万科云城店）', '熊大爷会员', '熊大爷鲜饺深圳龙华老兵店', '熊', '熊大', '熊大爷现包饺子(大食代宝安机场店)']"
303,仙隐小鹿日式料理,"['小鹿', '仙隐小鹿', '日式料理', '隐', '日式料理2', '小草日式料理']"
304,鑫栗王,"['鑫', '鑫\ue7dd']"
305,我是酸奶君,"['我是酸奶君', '我', '君', '我是酸奶君（壹方城店）', '我是酸奶君（龙岗中心F-TOWN店）', '我是酸奶君（kk mall店）', '我是酸奶君红山六九七九店', '我是酸奶君福永天虹店', '我是酸奶君（海月店）', '酸奶君', '我是酸奶君生态园店', '我是酸奶君滢水店', '我是酸奶君后瑞地铁站店']"
306,采蝶轩面包店,['包子店']
307,兴粮品,"['兴粮品', '兴粮品汤包', '深圳兴粮品汤包', '兴粮品汤包深圳科苑北路店', '深圳市兴粮品汤包', '兴粮品汤包深圳上合店', '兴粮品汤包深圳花半里店', '兴粮品汤包深圳龙岗店', '兴粮品包子店', '兴粮品新鲜菜包', '兴粮品汤包店', '兴粮品汤包石厦店丨福田店', '兴粮品深圳大浪店', '兴粮品汤包深圳河背村店', '兴粮品深圳大洋店', '兴粮品汤包丨塘尾二十四区店', '兴粮品深圳马田店', '兴粮品汤包（朝阳店）', '福田兴粮品汤包', '深圳沙尾兴粮品汤包', '兴粮品汤包深圳金坑山庄店', '兴粮品汤包上沙店', '兴粮品南大门店', '深圳市兴粮品', '深圳兴粮品汤包龙胜店', '兴粮品汤包白石厦店', '兴粮品汤包深圳龙腾店', '兴粮品汤包深圳和平店', '龙悦居店兴粮品汤包', '兴粮品塘朗宝能城店', '兴粮品汤包（塘水围店）', '兴粮品汤包深圳福彩店', '兴粮品汤包深圳福围店', '兴粮品汤包深圳芙蓉店', '兴粮品汤包深圳罗湖村店', '兴粮品汤包深圳松园店', '兴粮品汤包深圳应人石店', '兴粮品汤包深圳樟坑店', '兴粮品汤包象角塘店', '深圳市龙华区六点半兴粮品汤包店', '兴粮品汤包深圳桃园路店', '深圳市龙岗区坂田兴粮品汤包店', '兴粮品汤包（金湖湾店）', '兴粮品汤包五矿店', '兴粮品汤包（官方旗舰店）', '兴粮品汤包深圳福永花苑店', '深圳兴粮品汤包马蹄山店', '兴粮品汤包深圳步涌店', '深圳市兴粮品实业有限公司', '兴粮品华南西苑店', '深圳市兴粮品汤包沙井店', '兴粮品包子深圳合水口店', '兴粮品汤包深圳启迪店', '兴粮品汤包深圳共和店', '兴粮品汤包深圳宝龙创维店', '塘厦石鼓岭南兴粮品', '兴粮品汤包深圳市南山店', '兴粮品肠粉店', '兴粮品汤包麻堪村店', '兴粮品汤包深圳市罗湖区翠山路店', '兴粮品汤包江背店', '兴粮品汤包清湖店', '兴粮品汤包深圳光明店', '兴粮品汤包(西海湾店)', '兴粮品汤包深圳盛平店', '粮', '深圳市宝安区新桥街道秋兴粮品汤包店', '深圳市龙岗区兴粮品汤包', '兴粮品汤包深圳鸿祥店', '兴粮品汤包深圳市公园大地店', '兴粮品总店', '兴粮品汤包深圳大浪店', '兴粮品汤包凤凰路店', '兴粮品黄麻布店', '兴', '兴粮品一分店', '兴粮品汤包k\u2006j\u2006y', '天颂雅苑兴粮品汤包店', '兴粮品深圳玉律店', '兴粮品汤包（自营旗舰店）', '兴粮品汤包深圳南坡店', '兴粮品汤包凤凰东区店', '兴粮品汤包深圳滨河店', '兴粮品汤包（金穗花园店）', '兴粮品汤包深圳大鹏店', '兴粮品88', '兴粮品汤包西田路01', '兴粮品汤包深圳华侨新村店', '大芬兴传兴粮品汤包', '兴粮品汤']"
309,茶满满,"['茶满满', '满满']"
310,摩提工房,['上海摩提工房食品有限公司']
311,绿茵阁,"['绿茵阁小区', '深圳市赛格物业发展有限公司绿茵阁管理处']"
313,天下共享炸串坊,['[共享]']
314,蓝山咖啡,"['蓝', '蓝山瑰夏咖啡', '山池咖啡', '顶山咖啡', '山森咖啡']"
315,苏阁鲜茶,['苏']
316,蜜城之恋,['恋']
317,禾绿回转寿司,"['禾绿回转寿司(星河WORLD·COCO Park分店)', '禾绿回转寿司(龙岗万科广场店)', '禾绿回转寿司(福田cocopark店)', '禾绿回转寿司(海雅缤纷城分店)', '禾绿回转寿司(中心书城分店)', '禾绿回转寿司(东海缤纷天地店)', '禾绿回转寿司(海航城分店)', '禾绿寿司', '寿司店', '寿司大', '寿司郎']"
318,老乡鸡,"['老乡鸡', '老乡鸡(深圳宝安机场店)', '老乡鸡（深圳前海卓越店）', '老乡鸡(深圳汉京中心店)', '老乡鸡(深圳深业上城店)', '老乡鸡(深圳卓悦汇店)', '深圳市宝安区福海街道老乡鸡蛋行', '老乡鸡(深圳halo广场店)', '待老潘老乡鸡卓悦中心确认收款', '老乡鸡(深圳后海卓悦店)']"
320,炳记饺子云吞,['炳']
321,黄氏许牛奶甜品,"['黄氏许牛奶甜品专家', '黄氏水牛奶甜品', '黄氏牛奶养生甜品', '黄氏正轩牛奶甜品专家']"
322,康师傅私房牛肉面,"['康师傅私房牛肉面', '私房牛肉面', '牛肉面', '康师傅', '康师傅私房牛肉面(深圳北站A区)', '康', '牛肉拉面', '牛肉粉面', '牛肉板面', '牛肉面馆', '私房牛肉面馆', '康师傅 香辣牛肉面']"
323,外婆婆小碗菜,['外婆婆小碗菜']
324,蒸浏记,"['蒸浏记', '蒸浏记浏阳蒸菜', '蒸浏记小刘慢走']"
